Health_Risk_Score,Heat_Index,Severity_Score,windgust,dew,severerisk,feelslike,feelslikemax,windspeed,feelslikemin
9.231187307768309,77.59939933387592,2.967383594457553,12.3083176615178,58.54805517880699,11.556815046397467,76.86720252933355,88.88640078914082,6.2245865915416445,61.21383592617229
8.891865346998289,84.91784731191701,2.629976724791528,15.940194217682892,34.28324610664155,10.272796010971373,83.84183262405065,89.68176991403602,9.93666265459007,80.92032739148655
10.28472309565446,87.43244391073543,2.5531551703000845,13.043986948762637,64.10567415019126,29.696294540228774,85.29649528379261,94.17573103084104,11.866363857058102,77.07616205413512
10.627850676896788,83.64917035500046,2.6590577750298747,16.673474892589653,74.96141895618601,9.837984411205468,83.58628552121075,93.19184003076091,10.8351049719202,75.01150391046667
11.40429061560335,79.95871521915609,5.142877968262562,32.936064661690644,65.5837625366501,8.261646832470007,79.4054171281342,91.48367323658782,18.49626884161573,68.41293719619576
10.845588289467637,90.2780116232112,3.7596755403979074,22.400433969188278,64.17643660903578,30.018633501778453,90.04680568266626,99.90248690109333,17.401991552003274,81.56174610127086
9.029249695871886,78.83503721213646,3.1594680772875767,17.75323859747618,48.7352304481903,9.443017826094524,77.49258362317572,84.23543268739904,7.057422596068407,68.90252878515359
9.655242149664518,75.03918230740793,3.24628938079854,19.567212955753146,52.42059337978443,9.363572931474904,66.87410908081796,79.39392345087903,8.95844354635857,60.89367866861708
10.06717192634106,86.17694374210586,2.559140388723588,6.565816489963676,63.11616811579395,9.96580069976168,86.53864199242042,103.66251965502654,5.659037152231931,74.79105154825668
10.57533023044286,83.01503838515958,4.743803348303086,29.35430995489935,62.41938632413611,8.105024459426314,81.35305863308274,89.87593016417064,18.72742729656593,73.17898802945787
10.940410297090994,84.92352390056807,4.175287346571074,26.69970780319733,40.56742975666294,9.83850246276079,58.62177641853369,64.30004205210035,18.3685808890854,48.83404058598076
10.434274720629928,83.96140740620102,2.833523016778631,18.749269824811485,69.6164292429614,10.184207063740413,83.09168868131677,92.29438554550129,11.220049972519424,74.25770459717964
10.365742255780756,82.34555492009851,3.3037783911143213,17.566324684140884,64.88844928416889,13.61368541332724,82.54535473869554,88.07096616088354,10.69584461026477,76.45982021088881
9.691988429045754,69.46707914064413,3.567105247571092,17.508400133554186,62.35389143518082,11.222760365081346,69.01814514600753,71.43712871271592,11.301904687193495,64.64149623677302
9.413361296685698,78.16968518069729,2.654416587464478,11.53871602604694,58.07355758678401,10.399836999020543,76.5170043188918,84.43620805301576,9.988264318609213,72.84365435310104
11.041535560280195,87.44281549798578,3.621273094326445,20.96816147325577,67.61799671746763,31.16527279534404,85.44598572685585,97.39820629778436,14.409657238599198,75.19777450409207
8.875760014861923,77.0470176359807,2.2334466246536127,11.340065662535896,56.38130231933321,10.392014141648373,74.81749001641715,78.07942067870484,8.555041810864578,68.02443804322537
9.67908436766144,68.63729959629858,3.334789919407984,15.897102954671446,60.13162418806472,10.32577776690551,66.6595687664386,76.71477101366477,8.24540365566433,60.48037241034415
9.568843235404383,78.90354331549938,3.12752510599306,17.435907496793668,45.637849719304135,11.374180807948765,64.4792792603892,78.04320844504193,10.48322200552279,53.93990646167336
9.117156888526678,75.97662675465278,2.3365288649919087,7.856402082777427,62.348966109007335,11.187623166829788,73.94828327764749,81.36166893994113,9.37564207469084,69.7011725785347
9.525390563195833,77.25333840802539,3.7596666022549687,19.59704850640479,51.6650602154881,11.752942079947186,75.96308890968109,85.68195837255787,11.282679706952967,63.95816258657929
9.558063352162112,80.60758190482099,3.71684277100173,24.591288686682457,51.61710053403143,9.888011308985629,77.63646711759124,84.37537615494266,10.025897642332335,71.8536949181722
9.37737726656126,79.62184419278168,2.445226745567377,6.152181538669253,46.17530455208714,9.282568883938296,61.268012018596686,74.13193950409226,8.835785769099116,55.223229261888925
9.44837116060231,77.37190403238584,3.365496833264725,16.216209494879276,51.0659519601988,8.954793107739128,66.74977500139491,77.66962477022278,11.239712742373644,62.48595197112275
8.890519202852499,76.63520648442417,2.458429564284119,7.8318301357540605,47.50039454840358,9.11759935118464,67.30812333883397,78.86102243601681,10.071149270238624,60.01361591745265
8.709325761488588,72.38492888806093,2.100509724626066,15.392253594227975,60.45804969163087,10.612449779581915,68.23293141370306,77.29820305815238,7.052899585710571,63.26702686072379
9.1217881449769,73.95474588784752,2.4447511831198963,5.788349809931527,57.26002449742791,12.46142142015669,66.11338689960957,68.59349786924014,9.562197711747835,63.61147595062725
9.162763455456604,77.26024845955153,2.9249441218465804,15.176631437401053,49.67219325039974,11.361993927245685,70.25516194761404,82.9222703330227,10.236698135894729,60.59988239597636
9.285215363815656,78.41718287135807,2.17590552350512,4.392504270278017,44.15718145830103,9.83783202192633,62.35687412593703,74.53393737464002,7.505238134745628,55.39034778004061
9.143271487508974,71.13381078234819,2.593281499408444,8.846513320414054,61.66206344557859,10.691894920210808,67.43097017249697,71.88483770032322,9.322750654879064,67.841822375231
9.277643508891012,73.81900566955704,2.7036555148204604,8.262334241453708,56.87424378181517,9.500379031911391,66.60955976852786,69.04811620036432,11.158712021483078,64.14523209455652
9.342919840276744,86.45602911572226,3.050725646554249,12.94321003446617,48.15781259934074,9.5565342291726,86.90991038417762,95.0355502671038,5.209690191786223,79.37696998076552
10.775094598822044,84.63443290095498,4.266290514921657,26.334434675964964,42.899324451313866,9.06609629954299,58.63786015404241,64.17529149905924,17.926533450026092,51.374037023235545
10.383997638394773,78.79605834958865,2.8977906197980925,15.984586690720658,69.67275612799311,9.126224723451877,79.60553880026843,90.5734896128398,8.661675896382178,69.49693974492315
9.8849505861522,80.25798177793848,3.663937088424189,19.33576676789044,58.23389586138606,10.501430094430924,80.33964531368416,89.87892498453216,10.649454721141275,69.98131320921821
9.181115274227247,71.52938803615682,2.648496281399771,7.289324785057234,60.28439013247766,11.338598465257569,69.89926219911052,73.17665995351709,10.642678222655904,63.7711545647879
10.711753028964807,94.12878780979442,3.327027174184149,17.50670347388347,62.53870869431772,30.93992978516772,93.75831587266428,101.71418710452735,11.486675645135993,86.20994031009114
9.438679856667065,75.31968590823902,3.136022889057407,16.476606787214735,54.40307118254812,11.316001009126625,70.7327386583873,81.7384040943698,9.18629662642636,58.68492275813059
9.942960156978462,78.96354046217583,2.1071396641846163,19.197360102432278,74.51047996935695,10.70763642497927,77.31423427642675,80.0939326541869,11.8780787411559,76.86189926711535
9.381160367938952,86.98577947927423,3.883017220680718,21.107335860320187,40.868748595396056,9.969011630834352,88.56677722780891,97.05372371631836,10.833484827751272,79.51148179883101
8.769847111121669,75.56977415875515,2.065115040773452,8.583847018294575,59.66250484219502,9.525540474952264,71.85968057758802,83.05500817823321,5.806136142241438,60.382350057386965
9.269534337142153,85.8289717834536,3.098611503946608,14.252590213788569,42.35718644602202,10.520797312740104,86.58960744454463,97.67458102796849,7.298201721012065,78.23934221688084
9.415620763664418,77.63960413628851,2.785698229795261,13.999894742267264,61.20066064383627,8.4835917351197,76.32584853796764,82.7452866612065,9.963717760948168,66.94476066979418
8.925153406259673,76.46205990271264,2.0328103951399146,7.131676443768768,57.26286710441037,9.45422824895034,72.16309914442348,83.40769572043406,4.898185061257157,61.23201474090158
8.90175103769165,86.32777618975963,3.090482262717081,11.886489728515498,28.530817095954077,9.288910733322878,84.47583333137325,93.82691968369988,8.615222661224937,80.99150519965372
10.383745704478104,80.77296474520348,3.471391502201787,18.81493380869157,66.3274526739908,11.123187595560216,79.40248249929229,84.71910833121132,10.91854280371792,75.22828701043048
9.073382106342091,78.09086441268154,2.540034198084763,9.368731788100396,48.04022019881568,8.756285837390728,65.9749924802391,78.16050106215174,8.983932674415737,59.130389823664046
8.994908989203926,76.67538131824551,2.61669065780907,13.62178770181033,52.47740911854683,10.839260796659064,71.47010619326662,81.86994185202217,8.1204231509448,60.81585475041152
9.354842351230888,77.68014073980916,2.839539725712838,13.785951946786636,60.96232430500734,10.349770917223095,76.44447194995128,81.66718019420462,9.10842905253161,68.39940986692484
8.843266131653706,74.57941856657133,2.1630808841974933,11.534075928004077,60.46160319470873,10.36080542493095,70.6608475579891,75.08662458875666,11.280244289646143,67.74243047999451
9.80660148048186,73.4226342039725,3.525085668516493,17.36377974229909,56.51376281458848,9.577902362186563,67.17711732010304,80.42696867595573,9.70404555460086,59.18060901819715
9.352132989009728,75.86459330576714,2.60357462372188,13.704885795578791,60.44203146119919,8.67895609695842,71.94786006857167,81.19048535107893,8.611032426352628,65.95799271093766
9.113730866974748,76.70254115846355,2.1825750064047877,8.340345736951763,60.51655773859349,10.451657744342144,72.80757687390575,80.44516042940694,9.381583565958286,69.3191374690228
9.067770520785158,72.0159364765106,2.5158036816251514,6.490710690535421,60.92430688645677,10.799794037387572,69.17696752243826,72.60142963843504,10.685719363088388,64.59155363532496
10.599127999391497,89.44294587954329,2.804227684267237,11.353596225920716,68.1983270083741,30.44883959262506,88.29780019382127,93.14049123209035,9.271993555247349,77.29150531242183
8.980268626399326,77.76612204023711,2.040514963034552,4.933384094423249,50.892064167808016,9.869964968671596,64.90470046027478,78.0614600291613,7.810463167035593,55.68697761377593
9.725826700059082,76.37110299563136,3.175588699175784,15.662270015426293,52.49014429311039,8.972658719918385,71.34523496956758,82.4528446923974,8.646320777060579,58.920491213023794
9.744076998760017,78.92741135126718,3.2786294608510853,16.211668928390477,46.275879531207984,9.437476701829274,62.86559969897488,72.73140556709943,11.288638062141017,52.48216230486849
10.918278269689392,89.75864622637839,3.051416157360904,15.280462642318293,68.82672235459803,30.406488629344956,87.60169225775773,95.5072015639334,11.30510433482634,77.89685741693047
9.110626745588512,76.58443695859822,2.879092616228045,14.001523043843584,56.7608812116157,9.286682755007666,75.20312472592714,84.3598070796752,8.54676261485116,64.31675335116877
10.60187426295724,91.0028061471379,3.704218002785833,21.39496112378149,62.44411894649134,29.131488247972403,88.65423890749453,94.68182902203868,11.340144033028782,84.69875634541982
10.982055989711515,89.81822318697593,3.061252984212736,15.249894681593226,69.25891383504158,28.693967688341772,88.26313058181374,97.6401510519306,11.071214361585303,79.24803201802148
10.54190546307422,90.95090005153769,3.665434534034596,21.19707198909722,64.17067754014447,30.483222267058817,89.05067973623233,95.08911251804648,11.388996785260954,84.05182562914054
9.195107759240043,76.00785705360872,2.449821275939782,9.470006857087592,50.62158811327908,10.464233579697252,65.1110361041359,78.05678982022485,9.753691763688778,58.35710589064436
9.451120202008047,89.5327174302491,2.857325782646723,10.49797639770662,39.61932739468966,11.0419971071996,89.69815809168058,101.81223020003864,5.325367946043348,79.4442835337216
9.411837979249288,79.60295834274513,2.699272168429456,13.70922688888189,59.85507009811843,8.06426538820219,78.02262522979281,86.73070331749794,7.971264082080357,72.39664456529246
9.449743232145858,77.40173752434838,2.713225138442384,12.166006324485616,58.484939985849365,11.05798338534368,73.98518531262444,85.13011675078411,7.175320090646961,63.04076761696634
9.790119066163811,76.06265074551942,3.4289583061378464,15.95101991678908,60.49500763677537,11.00527204836727,73.38114215672908,88.90087055993095,8.820274494550315,60.18561855941272
9.005120820387988,75.82633971451742,2.3933405760495443,12.516551925896673,57.01348019969041,11.091197935283631,69.85036144387932,79.65567947807008,8.441024474120418,64.61058293115188
9.49169238337255,76.34324474603812,3.1567860965330325,15.586384783698398,52.53819732525408,10.107992776456904,68.26585552984776,75.730389210018,9.904870126487822,63.08609650818861
9.096673008905016,73.18014709723442,2.5252322086744416,5.570926833025133,56.95404070152576,10.200237900358715,66.37431723382473,70.20711498866073,9.530472904800249,64.62754874315861
10.432905619497983,86.63839074041859,3.608115028358365,20.377632986808838,63.8594195063879,10.196011936292878,84.33779613265656,93.01098030453883,14.906859212128326,74.39675316317926
8.932032012455155,77.97833438889799,2.027405212158339,4.206034889696234,49.95642967648084,9.1757190642063,64.08402698987071,77.22966485758708,7.5349945422167135,57.43225594142161
9.250931775347166,79.31361290142543,2.3698936467223404,5.664946068466899,47.42537760049061,9.214077814062737,62.91819264107761,72.04707344097869,8.522571170747247,55.06485694536252
9.013377726676875,76.70050374480483,2.174244849409017,9.868469843549834,58.73815622059708,10.203809076935954,73.35905649991447,82.72150887522741,5.5308307283054505,64.47832514371456
